City,ID,Lat,Long,Max Temp,Humidity,Cloudiness,Wind,Country,Date
ewa beach,5855051,21.3156,-158.0072,80.69,62,1,5.99,US,Sat Jun 26 21:14:28 2021
jibuti,223816,11.5,42.5,87.01,33,76,4.99,DJ,Sat Jun 26 21:12:40 2021
koroni,259265,36.8,21.95,87.08,49,2,8.84,GR,Sat Jun 26 21:14:28 2021
krasnoselkup,1502073,65.7,82.4667,47.37,60,84,14.14,RU,Sat Jun 26 21:14:29 2021
margate,2643044,51.3813,1.3862,61.18,99,100,5.01,GB,Sat Jun 26 21:14:29 2021
yashkino,1486298,55.8736,85.4265,56.35,89,100,7.83,RU,Sat Jun 26 21:14:29 2021
baruun-urt,2032614,46.6806,113.2792,79.97,37,74,3.98,MN,Sat Jun 26 21:14:30 2021
khatra,1266838,22.9833,86.85,89.76,59,64,8.34,IN,Sat Jun 26 21:14:30 2021
sandwick,2638534,60,-1.25,51.62,87,90,12.66,GB,Sat Jun 26 21:14:31 2021
henties bay,3356832,-22.116,14.2845,59.36,73,2,6.4,NA,Sat Jun 26 21:14:31 2021
iqaluit,5983720,63.7506,-68.5145,34.7,80,100,4,CA,Sat Jun 26 21:13:58 2021
mahon,2514301,39.8885,4.2658,64.96,82,0,2.3,ES,Sat Jun 26 21:09:49 2021
aksay,583673,47.26,39.87,74.25,86,48,8.01,RU,Sat Jun 26 21:14:32 2021
talin,588409,59.437,24.7535,63.45,90,75,6.91,EE,Sat Jun 26 21:14:32 2021
swanzey,5093422,42.8698,-72.2818,75.6,91,75,0,US,Sat Jun 26 21:14:32 2021
voh,2137748,-20.9667,164.7,78.21,60,99,5.7,NC,Sat Jun 26 21:14:33 2021
rafaela,3839479,-31.2503,-61.4867,40.98,60,0,1.99,AR,Sat Jun 26 21:14:33 2021
warrington,2634739,53.3925,-2.5802,58.86,89,27,6.91,GB,Sat Jun 26 21:14:33 2021
kurush,538505,41.2841,47.8345,58.89,29,78,5.39,RU,Sat Jun 26 21:14:34 2021
vengerovo,1487615,55.6848,76.7471,64.18,68,100,2.8,RU,Sat Jun 26 21:14:34 2021
medicine hat,6071618,50.0501,-110.6683,71.73,50,16,9.91,CA,Sat Jun 26 21:14:34 2021
yuncheng,1785738,35.0231,110.9928,95.68,29,54,2.46,CN,Sat Jun 26 21:14:35 2021
ninghai,1799384,29.2892,121.4247,86.74,96,100,2.1,CN,Sat Jun 26 21:14:35 2021
surt,2210554,31.2089,16.5887,81.36,41,0,2.1,LY,Sat Jun 26 21:14:36 2021
lappeenranta,648900,61.0587,28.1887,64.45,100,90,3.44,FI,Sat Jun 26 21:10:30 2021
mogadishu,53654,2.0371,45.3438,77.77,83,81,14.85,SO,Sat Jun 26 21:10:09 2021
arzgir,580716,45.3728,44.2206,76.35,64,97,14.99,RU,Sat Jun 26 21:14:36 2021
nuevo ideal,3994607,24.8875,-105.0728,72,30,11,6.73,MX,Sat Jun 26 21:14:37 2021
edson,5946820,53.5835,-116.4356,68.29,71,7,3.44,CA,Sat Jun 26 21:14:37 2021
